DateTime,Date,demand
2018-01-17 22:00:00,20180117T22Z,8721.136141038198
2018-01-17 23:00:00,20180117T23Z,8808.908268820522
2018-01-18 00:00:00,20180118T00Z,9283.46987240551
2018-01-18 01:00:00,20180118T01Z,9960.917445963532
2018-01-18 02:00:00,20180118T02Z,10155.44416567158
2018-01-18 03:00:00,20180118T03Z,10230.851569103617
2018-01-18 04:00:00,20180118T04Z,10013.859364308426
2018-01-18 05:00:00,20180118T05Z,9612.963653683602
2018-01-18 06:00:00,20180118T06Z,9280.509304603329
2018-01-18 07:00:00,20180118T07Z,9093.471079924328
2018-01-18 08:00:00,20180118T08Z,9053.242188024096
2018-01-18 09:00:00,20180118T09Z,9084.76352756497
2018-01-18 10:00:00,20180118T10Z,9179.327546187595
2018-01-18 11:00:00,20180118T11Z,9395.44899574685
2018-01-18 12:00:00,20180118T12Z,9852.769645660312
2018-01-18 13:00:00,20180118T13Z,10540.143828908
2018-01-18 14:00:00,20180118T14Z,10670.582963251178
2018-01-18 15:00:00,20180118T15Z,10388.980719949552
2018-01-18 16:00:00,20180118T16Z,10020.9995572431
2018-01-18 17:00:00,20180118T17Z,9682.101619416902
2018-01-18 18:00:00,20180118T18Z,9301.2332792186
2018-01-18 19:00:00,20180118T19Z,8906.432855245328
2018-01-18 20:00:00,20180118T20Z,8594.528329733137
2018-01-18 21:00:00,20180118T21Z,8398.78255269478
2018-01-18 22:00:00,20180118T22Z,8348.278749010506
2018-01-18 23:00:00,20180118T23Z,8492.649967128655
2018-01-19 00:00:00,20180119T00Z,8831.547904954852
2018-01-19 01:00:00,20180119T01Z,9233.140219768424
2018-01-19 02:00:00,20180119T02Z,9314.817060899199
2018-01-19 03:00:00,20180119T03Z,9292.874028953618
2018-01-19 04:00:00,20180119T04Z,9045.231239853487
2018-01-19 05:00:00,20180119T05Z,8584.950022137844
2018-01-19 06:00:00,20180119T06Z,8174.476003917727
2018-01-19 07:00:00,20180119T07Z,7895.660177371097
2018-01-19 08:00:00,20180119T08Z,7757.732547998872
2018-01-19 09:00:00,20180119T09Z,7711.40836944709
2018-01-19 10:00:00,20180119T10Z,7707.402895361785
2018-01-19 11:00:00,20180119T11Z,7857.869400131485
